trial_number,condition,amplitude,frequency,analysis_group,n_channels_used,sustained_broadband_delta,offset_broadband_delta,driven_power_log2_delta
505,amp100_freq5,100,5,A_dHPC_0-31,32,-48.64079284667969,12.850753784179688,0.28038246465738853
505,amp100_freq5,100,5,A_dHPC_32-63,32,-10.550430297851562,60.3507080078125,0.7996126671512472
505,amp100_freq5,100,5,A_dHPC_64-95,32,-39.245330810546875,54.07171630859375,0.47776492554865874
505,amp100_freq5,100,5,A_dHPC_96-127,31,-2.6006088256835938,13.875999450683594,0.49720649715299764
505,amp100_freq5,100,5,B_LEC_128-191,51,-6.618644714355469,-0.886383056640625,-3.0564399287356214
505,amp100_freq5,100,5,B_LEC_192-255,32,-25.790935516357422,-31.06255340576172,-0.40956965780042703
506,amp250_freq50,250,50,A_dHPC_0-31,32,12.73480224609375,9.912811279296875,-3.3906127982251464
506,amp250_freq50,250,50,A_dHPC_32-63,32,-16.433059692382812,-3.85028076171875,-0.6112304185096439
506,amp250_freq50,250,50,A_dHPC_64-95,32,-1.2391204833984375,-5.447662353515625,0.4371444275582736
506,amp250_freq50,250,50,A_dHPC_96-127,31,11.492462158203125,11.208877563476562,-1.5878497222625179
506,amp250_freq50,250,50,B_LEC_128-191,51,-4.5092620849609375,-16.166732788085938,1.39881086060864
506,amp250_freq50,250,50,B_LEC_192-255,32,-3.6959266662597656,-13.583148956298828,0.5484985174340476
507,amp180_freq5,180,5,A_dHPC_0-31,32,39.0787353515625,104.21188354492188,0.3578328760820381
507,amp180_freq5,180,5,A_dHPC_32-63,32,43.51625061035156,58.57389831542969,0.7571288520104424
507,amp180_freq5,180,5,A_dHPC_64-95,32,-4.9765167236328125,43.844879150390625,0.1965453884040756
507,amp180_freq5,180,5,A_dHPC_96-127,31,38.466217041015625,45.73480224609375,0.8743565174909959
507,amp180_freq5,180,5,B_LEC_128-191,51,24.519981384277344,17.10749053955078,0.3433614582599207
507,amp180_freq5,180,5,B_LEC_192-255,32,-2.700531005859375,-12.314140319824219,0.2579331981879644
508,amp100_freq10,100,10,A_dHPC_0-31,32,-30.15386962890625,5.9461517333984375,1.1702501745592835
508,amp100_freq10,100,10,A_dHPC_32-63,32,-19.756103515625,-57.07896423339844,0.19961633572837112
508,amp100_freq10,100,10,A_dHPC_64-95,32,-32.90827941894531,-16.073516845703125,-0.6228023928875461
508,amp100_freq10,100,10,A_dHPC_96-127,31,2.0,15.241439819335938,-0.5864442566294201
508,amp100_freq10,100,10,B_LEC_128-191,51,-5.028289794921875,9.967208862304688,1.974641547237684
508,amp100_freq10,100,10,B_LEC_192-255,32,-0.9737472534179688,6.664012908935547,1.4347727919928248
509,amp100_freq10,100,10,A_dHPC_0-31,32,-0.5719451904296875,40.73942565917969,0.9777122981873512
509,amp100_freq10,100,10,A_dHPC_32-63,32,19.153274536132812,17.114532470703125,-0.6539922386174536
509,amp100_freq10,100,10,A_dHPC_64-95,32,-8.508758544921875,40.35546875,-1.0927415885909344
509,amp100_freq10,100,10,A_dHPC_96-127,31,28.849411010742188,118.61416625976562,-0.27875279592570823
509,amp100_freq10,100,10,B_LEC_128-191,51,14.715187072753906,33.27644348144531,-1.3470600530900123
509,amp100_freq10,100,10,B_LEC_192-255,32,12.012832641601562,14.382537841796875,0.9354361320637128
510,amp180_freq50,180,50,A_dHPC_0-31,32,-12.514999389648438,42.24884033203125,-0.6702434928586453
