trial_number,condition,event,start_s,end_s
723,amp180_freq26,stim_onset_margin,5871.95,5872.1
723,amp180_freq26,stim_offset_margin,5874.9,5875.2
724,amp180_freq5,stim_onset_margin,5877.95,5878.1
724,amp180_freq5,stim_offset_margin,5880.9,5881.2
725,amp180_freq26,stim_onset_margin,5883.95,5884.1
725,amp180_freq26,stim_offset_margin,5886.9,5887.2
726,amp180_freq26,stim_onset_margin,5889.95,5890.1
726,amp180_freq26,stim_offset_margin,5892.9,5893.2
727,amp250_freq5,stim_onset_margin,5895.95,5896.1
727,amp250_freq5,stim_offset_margin,5898.9,5899.2
728,amp250_freq26,stim_onset_margin,5901.95,5902.1
728,amp250_freq26,stim_offset_margin,5904.9,5905.2
729,amp250_freq26,stim_onset_margin,5907.95,5908.1
729,amp250_freq26,stim_offset_margin,5910.9,5911.2
730,amp250_freq26,stim_onset_margin,5913.95,5914.1
730,amp250_freq26,stim_offset_margin,5916.9,5917.2
731,amp180_freq5,stim_onset_margin,5919.95,5920.1
731,amp180_freq5,stim_offset_margin,5922.9,5923.2
732,amp250_freq5,stim_onset_margin,5925.95,5926.1
732,amp250_freq5,stim_offset_margin,5928.9,5929.2
733,amp100_freq5,stim_onset_margin,5931.95,5932.1
733,amp100_freq5,stim_offset_margin,5934.9,5935.2
734,amp100_freq26,stim_onset_margin,5937.95,5938.1
734,amp100_freq26,stim_offset_margin,5940.9,5941.2
735,amp100_freq26,stim_onset_margin,5943.95,5944.1
735,amp100_freq26,stim_offset_margin,5946.9,5947.2
736,amp250_freq26,stim_onset_margin,5949.95,5950.1
736,amp250_freq26,stim_offset_margin,5952.9,5953.2
737,amp100_freq26,stim_onset_margin,5955.95,5956.1
737,amp100_freq26,stim_offset_margin,5958.9,5959.2
738,amp100_freq5,stim_onset_margin,5961.95,5962.1
738,amp100_freq5,stim_offset_margin,5964.9,5965.2
739,amp180_freq5,stim_onset_margin,5967.95,5968.1
739,amp180_freq5,stim_offset_margin,5970.9,5971.2
740,amp180_freq5,stim_onset_margin,5973.95,5974.1
740,amp180_freq5,stim_offset_margin,5976.9,5977.2
741,amp100_freq5,stim_onset_margin,5979.95,5980.1
741,amp100_freq5,stim_offset_margin,5982.9,5983.2
742,amp180_freq5,stim_onset_margin,5985.95,5986.1
742,amp180_freq5,stim_offset_margin,5988.9,5989.2
743,amp250_freq26,stim_onset_margin,5991.95,5992.1
743,amp250_freq26,stim_offset_margin,5994.9,5995.2
744,amp250_freq5,stim_onset_margin,5997.95,5998.1
744,amp250_freq5,stim_offset_margin,6000.9,6001.2
745,amp100_freq5,stim_onset_margin,6003.95,6004.1
745,amp100_freq5,stim_offset_margin,6006.9,6007.2
746,amp250_freq5,stim_onset_margin,6009.95,6010.1
746,amp250_freq5,stim_offset_margin,6012.9,6013.2
747,amp250_freq26,stim_onset_margin,6015.95,6016.1
747,amp250_freq26,stim_offset_margin,6018.9,6019.2
748,amp250_freq26,stim_onset_margin,6021.95,6022.1
748,amp250_freq26,stim_offset_margin,6024.9,6025.2
749,amp250_freq5,stim_onset_margin,6027.95,6028.1
749,amp250_freq5,stim_offset_margin,6030.9,6031.2
750,amp180_freq5,stim_onset_margin,6033.95,6034.1
750,amp180_freq5,stim_offset_margin,6036.9,6037.2
751,amp250_freq5,stim_onset_margin,6039.95,6040.1
751,amp250_freq5,stim_offset_margin,6042.9,6043.2
752,amp250_freq26,stim_onset_margin,6045.95,6046.1
752,amp250_freq26,stim_offset_margin,6048.9,6049.2
753,amp250_freq26,stim_onset_margin,6051.95,6052.1
753,amp250_freq26,stim_offset_margin,6054.9,6055.2
754,amp100_freq5,stim_onset_margin,6057.95,6058.1
754,amp100_freq5,stim_offset_margin,6060.9,6061.2
755,amp250_freq26,stim_onset_margin,6063.95,6064.1
755,amp250_freq26,stim_offset_margin,6066.9,6067.2
756,amp100_freq26,stim_onset_margin,6069.95,6070.1
756,amp100_freq26,stim_offset_margin,6072.9,6073.2
757,amp100_freq26,stim_onset_margin,6075.95,6076.1
757,amp100_freq26,stim_offset_margin,6078.9,6079.2
758,amp250_freq26,stim_onset_margin,6081.95,6082.1
758,amp250_freq26,stim_offset_margin,6084.9,6085.2
759,amp100_freq26,stim_onset_margin,6087.95,6088.1
759,amp100_freq26,stim_offset_margin,6090.9,6091.2
760,amp100_freq26,stim_onset_margin,6093.95,6094.1
760,amp100_freq26,stim_offset_margin,6096.9,6097.2
761,amp180_freq26,stim_onset_margin,6099.95,6100.1
761,amp180_freq26,stim_offset_margin,6102.9,6103.2
762,amp250_freq5,stim_onset_margin,6105.95,6106.1
762,amp250_freq5,stim_offset_margin,6108.9,6109.2
763,amp100_freq5,stim_onset_margin,6111.95,6112.1
763,amp100_freq5,stim_offset_margin,6114.9,6115.2
764,amp250_freq26,stim_onset_margin,6117.95,6118.1
764,amp250_freq26,stim_offset_margin,6120.9,6121.2
765,amp250_freq5,stim_onset_margin,6123.95,6124.1
765,amp250_freq5,stim_offset_margin,6126.9,6127.2
766,amp100_freq5,stim_onset_margin,6129.95,6130.1
766,amp100_freq5,stim_offset_margin,6132.9,6133.2
767,amp180_freq26,stim_onset_margin,6135.95,6136.1
767,amp180_freq26,stim_offset_margin,6138.9,6139.2
768,amp180_freq5,stim_onset_margin,6141.95,6142.1
768,amp180_freq5,stim_offset_margin,6144.9,6145.2
769,amp180_freq5,stim_onset_margin,6147.95,6148.1
769,amp180_freq5,stim_offset_margin,6150.9,6151.2
770,amp180_freq26,stim_onset_margin,6153.95,6154.1
770,amp180_freq26,stim_offset_margin,6156.9,6157.2
771,amp180_freq5,stim_onset_margin,6159.95,6160.1
771,amp180_freq5,stim_offset_margin,6162.9,6163.2
772,amp180_freq26,stim_onset_margin,6165.95,6166.1
772,amp180_freq26,stim_offset_margin,6168.9,6169.2
773,amp180_freq5,stim_onset_margin,6171.95,6172.1
773,amp180_freq5,stim_offset_margin,6174.9,6175.2
774,amp180_freq5,stim_onset_margin,6177.95,6178.1
774,amp180_freq5,stim_offset_margin,6180.9,6181.2
775,amp180_freq5,stim_onset_margin,6183.95,6184.1
775,amp180_freq5,stim_offset_margin,6186.9,6187.2
776,amp100_freq26,stim_onset_margin,6189.95,6190.1
776,amp100_freq26,stim_offset_margin,6192.9,6193.2
777,amp100_freq5,stim_onset_margin,6195.95,6196.1
777,amp100_freq5,stim_offset_margin,6198.9,6199.2
778,amp250_freq5,stim_onset_margin,6201.95,6202.1
778,amp250_freq5,stim_offset_margin,6204.9,6205.2
779,amp100_freq5,stim_onset_margin,6207.95,6208.1
779,amp100_freq5,stim_offset_margin,6210.9,6211.2
780,amp180_freq26,stim_onset_margin,6213.95,6214.1
780,amp180_freq26,stim_offset_margin,6216.9,6217.2
781,amp250_freq26,stim_onset_margin,6219.95,6220.1
781,amp250_freq26,stim_offset_margin,6222.9,6223.2
782,amp250_freq26,stim_onset_margin,6225.95,6226.1
782,amp250_freq26,stim_offset_margin,6228.9,6229.2
783,amp100_freq5,stim_onset_margin,6231.95,6232.1
783,amp100_freq5,stim_offset_margin,6234.9,6235.2
784,amp180_freq26,stim_onset_margin,6237.95,6238.1
784,amp180_freq26,stim_offset_margin,6240.9,6241.2
785,amp250_freq5,stim_onset_margin,6243.95,6244.1
785,amp250_freq5,stim_offset_margin,6246.9,6247.2
786,amp180_freq26,stim_onset_margin,6249.95,6250.1
786,amp180_freq26,stim_offset_margin,6252.9,6253.2
787,amp250_freq26,stim_onset_margin,6255.95,6256.1
787,amp250_freq26,stim_offset_margin,6258.9,6259.2
788,amp250_freq5,stim_onset_margin,6261.95,6262.1
788,amp250_freq5,stim_offset_margin,6264.9,6265.2
789,amp100_freq26,stim_onset_margin,6267.95,6268.1
789,amp100_freq26,stim_offset_margin,6270.9,6271.2
790,amp180_freq5,stim_onset_margin,6273.95,6274.1
790,amp180_freq5,stim_offset_margin,6276.9,6277.2
791,amp100_freq26,stim_onset_margin,6279.95,6280.1
791,amp100_freq26,stim_offset_margin,6282.9,6283.2
792,amp250_freq5,stim_onset_margin,6285.95,6286.1
792,amp250_freq5,stim_offset_margin,6288.9,6289.2
793,amp180_freq5,stim_onset_margin,6291.95,6292.1
793,amp180_freq5,stim_offset_margin,6294.9,6295.2
794,amp250_freq5,stim_onset_margin,6297.95,6298.1
794,amp250_freq5,stim_offset_margin,6300.9,6301.2
795,amp250_freq5,stim_onset_margin,6303.95,6304.1
795,amp250_freq5,stim_offset_margin,6306.9,6307.2
796,amp250_freq26,stim_onset_margin,6309.95,6310.1
796,amp250_freq26,stim_offset_margin,6312.9,6313.2
797,amp250_freq26,stim_onset_margin,6315.95,6316.1
797,amp250_freq26,stim_offset_margin,6318.9,6319.2
798,amp180_freq26,stim_onset_margin,6321.95,6322.1
798,amp180_freq26,stim_offset_margin,6324.9,6325.2
799,amp250_freq5,stim_onset_margin,6327.95,6328.1
799,amp250_freq5,stim_offset_margin,6330.9,6331.2
800,amp180_freq26,stim_onset_margin,6333.95,6334.1
800,amp180_freq26,stim_offset_margin,6336.9,6337.2
801,amp100_freq5,stim_onset_margin,6339.95,6340.1
801,amp100_freq5,stim_offset_margin,6342.9,6343.2
802,amp100_freq26,stim_onset_margin,6345.95,6346.1
802,amp100_freq26,stim_offset_margin,6348.9,6349.2
803,amp100_freq5,stim_onset_margin,6351.95,6352.1
803,amp100_freq5,stim_offset_margin,6354.9,6355.2
804,amp100_freq26,stim_onset_margin,6357.95,6358.1
804,amp100_freq26,stim_offset_margin,6360.9,6361.2
805,amp250_freq5,stim_onset_margin,6363.95,6364.1
805,amp250_freq5,stim_offset_margin,6366.9,6367.2
806,amp250_freq26,stim_onset_margin,6369.95,6370.1
806,amp250_freq26,stim_offset_margin,6372.9,6373.2
807,amp180_freq5,stim_onset_margin,6375.95,6376.1
807,amp180_freq5,stim_offset_margin,6378.9,6379.2
808,amp180_freq26,stim_onset_margin,6381.95,6382.1
808,amp180_freq26,stim_offset_margin,6384.9,6385.2
809,amp250_freq5,stim_onset_margin,6387.95,6388.1
809,amp250_freq5,stim_offset_margin,6390.9,6391.2
810,amp100_freq5,stim_onset_margin,6393.95,6394.1
810,amp100_freq5,stim_offset_margin,6396.9,6397.2
811,amp180_freq5,stim_onset_margin,6399.95,6400.1
811,amp180_freq5,stim_offset_margin,6402.9,6403.2
812,amp250_freq26,stim_onset_margin,6405.95,6406.1
812,amp250_freq26,stim_offset_margin,6408.9,6409.2
813,amp250_freq26,stim_onset_margin,6411.95,6412.1
813,amp250_freq26,stim_offset_margin,6414.9,6415.2
814,amp250_freq5,stim_onset_margin,6417.95,6418.1
814,amp250_freq5,stim_offset_margin,6420.9,6421.2
815,amp250_freq5,stim_onset_margin,6423.95,6424.1
815,amp250_freq5,stim_offset_margin,6426.9,6427.2
816,amp100_freq26,stim_onset_margin,6429.95,6430.1
816,amp100_freq26,stim_offset_margin,6432.9,6433.2
817,amp100_freq26,stim_onset_margin,6435.95,6436.1
817,amp100_freq26,stim_offset_margin,6438.9,6439.2
818,amp180_freq5,stim_onset_margin,6441.95,6442.1
818,amp180_freq5,stim_offset_margin,6444.9,6445.2
819,amp180_freq26,stim_onset_margin,6447.95,6448.1
819,amp180_freq26,stim_offset_margin,6450.9,6451.2
820,amp100_freq5,stim_onset_margin,6453.95,6454.1
820,amp100_freq5,stim_offset_margin,6456.9,6457.2
821,amp100_freq5,stim_onset_margin,6459.95,6460.1
821,amp100_freq5,stim_offset_margin,6462.9,6463.2
822,amp100_freq26,stim_onset_margin,6465.95,6466.1
822,amp100_freq26,stim_offset_margin,6468.9,6469.2
823,amp250_freq5,stim_onset_margin,6471.95,6472.1
823,amp250_freq5,stim_offset_margin,6474.9,6475.2
824,amp180_freq26,stim_onset_margin,6477.95,6478.1
824,amp180_freq26,stim_offset_margin,6480.9,6481.2
825,amp250_freq26,stim_onset_margin,6483.95,6484.1
825,amp250_freq26,stim_offset_margin,6486.9,6487.2
826,amp180_freq26,stim_onset_margin,6489.95,6490.1
826,amp180_freq26,stim_offset_margin,6492.9,6493.2
827,amp250_freq26,stim_onset_margin,6495.95,6496.1
827,amp250_freq26,stim_offset_margin,6498.9,6499.2
828,amp180_freq26,stim_onset_margin,6501.95,6502.1
828,amp180_freq26,stim_offset_margin,6504.9,6505.2
829,amp100_freq26,stim_onset_margin,6507.95,6508.1
829,amp100_freq26,stim_offset_margin,6510.9,6511.2
830,amp100_freq26,stim_onset_margin,6513.95,6514.1
830,amp100_freq26,stim_offset_margin,6516.9,6517.2
831,amp250_freq26,stim_onset_margin,6519.95,6520.1
831,amp250_freq26,stim_offset_margin,6522.9,6523.2
832,amp180_freq26,stim_onset_margin,6525.95,6526.1
832,amp180_freq26,stim_offset_margin,6528.9,6529.2
833,amp180_freq5,stim_onset_margin,6531.95,6532.1
833,amp180_freq5,stim_offset_margin,6534.9,6535.2
834,amp100_freq26,stim_onset_margin,6537.95,6538.1
834,amp100_freq26,stim_offset_margin,6540.9,6541.2
835,amp180_freq5,stim_onset_margin,6543.95,6544.1
835,amp180_freq5,stim_offset_margin,6546.9,6547.2
836,amp180_freq26,stim_onset_margin,6549.95,6550.1
836,amp180_freq26,stim_offset_margin,6552.9,6553.2
837,amp100_freq5,stim_onset_margin,6555.95,6556.1
837,amp100_freq5,stim_offset_margin,6558.9,6559.2
838,amp180_freq5,stim_onset_margin,6561.95,6562.1
838,amp180_freq5,stim_offset_margin,6564.9,6565.2
839,amp180_freq26,stim_onset_margin,6567.95,6568.1
839,amp180_freq26,stim_offset_margin,6570.9,6571.2
840,amp250_freq26,stim_onset_margin,6573.95,6574.1
840,amp250_freq26,stim_offset_margin,6576.9,6577.2
841,amp250_freq26,stim_onset_margin,6579.95,6580.1
841,amp250_freq26,stim_offset_margin,6582.9,6583.2
842,amp100_freq26,stim_onset_margin,6585.95,6586.1
842,amp100_freq26,stim_offset_margin,6588.9,6589.2
843,amp100_freq5,stim_onset_margin,6591.95,6592.1
843,amp100_freq5,stim_offset_margin,6594.9,6595.2
844,amp250_freq26,stim_onset_margin,6597.95,6598.1
844,amp250_freq26,stim_offset_margin,6600.9,6601.2
845,amp250_freq26,stim_onset_margin,6603.95,6604.1
845,amp250_freq26,stim_offset_margin,6606.9,6607.2
846,amp100_freq5,stim_onset_margin,6609.95,6610.1
846,amp100_freq5,stim_offset_margin,6612.9,6613.2
847,amp250_freq26,stim_onset_margin,6615.95,6616.1
847,amp250_freq26,stim_offset_margin,6618.9,6619.2
848,amp180_freq26,stim_onset_margin,6621.95,6622.1
848,amp180_freq26,stim_offset_margin,6624.9,6625.2
849,amp250_freq5,stim_onset_margin,6627.95,6628.1
849,amp250_freq5,stim_offset_margin,6630.9,6631.2
850,amp180_freq5,stim_onset_margin,6633.95,6634.1
850,amp180_freq5,stim_offset_margin,6636.9,6637.2
851,amp180_freq26,stim_onset_margin,6639.95,6640.1
851,amp180_freq26,stim_offset_margin,6642.9,6643.2
852,amp180_freq5,stim_onset_margin,6645.95,6646.1
852,amp180_freq5,stim_offset_margin,6648.9,6649.2
853,amp100_freq5,stim_onset_margin,6651.95,6652.1
853,amp100_freq5,stim_offset_margin,6654.9,6655.2
854,amp100_freq5,stim_onset_margin,6657.95,6658.1
854,amp100_freq5,stim_offset_margin,6660.9,6661.2
855,amp180_freq5,stim_onset_margin,6663.95,6664.1
855,amp180_freq5,stim_offset_margin,6666.9,6667.2
856,amp250_freq5,stim_onset_margin,6669.95,6670.1
856,amp250_freq5,stim_offset_margin,6672.9,6673.2
857,amp100_freq5,stim_onset_margin,6675.95,6676.1
857,amp100_freq5,stim_offset_margin,6678.9,6679.2
858,amp250_freq26,stim_onset_margin,6681.95,6682.1
858,amp250_freq26,stim_offset_margin,6684.9,6685.2
859,amp250_freq5,stim_onset_margin,6687.95,6688.1
859,amp250_freq5,stim_offset_margin,6690.9,6691.2
860,amp100_freq26,stim_onset_margin,6693.95,6694.1
860,amp100_freq26,stim_offset_margin,6696.9,6697.2
861,amp250_freq5,stim_onset_margin,6699.95,6700.1
861,amp250_freq5,stim_offset_margin,6702.9,6703.2
862,amp250_freq5,stim_onset_margin,6705.95,6706.1
862,amp250_freq5,stim_offset_margin,6708.9,6709.2
863,amp180_freq5,stim_onset_margin,6711.95,6712.1
863,amp180_freq5,stim_offset_margin,6714.9,6715.2
864,amp100_freq5,stim_onset_margin,6717.95,6718.1
864,amp100_freq5,stim_offset_margin,6720.9,6721.2
865,amp100_freq5,stim_onset_margin,6723.95,6724.1
865,amp100_freq5,stim_offset_margin,6726.9,6727.2
866,amp100_freq5,stim_onset_margin,6729.95,6730.1
866,amp100_freq5,stim_offset_margin,6732.9,6733.2
867,amp100_freq5,stim_onset_margin,6735.95,6736.1
867,amp100_freq5,stim_offset_margin,6738.9,6739.2
868,amp250_freq5,stim_onset_margin,6741.95,6742.1
868,amp250_freq5,stim_offset_margin,6744.9,6745.2
869,amp180_freq26,stim_onset_margin,6747.95,6748.1
869,amp180_freq26,stim_offset_margin,6750.9,6751.2
870,amp250_freq5,stim_onset_margin,6753.95,6754.1
870,amp250_freq5,stim_offset_margin,6756.9,6757.2
871,amp180_freq5,stim_onset_margin,6759.95,6760.1
871,amp180_freq5,stim_offset_margin,6762.9,6763.2
872,amp250_freq26,stim_onset_margin,6765.95,6766.1
872,amp250_freq26,stim_offset_margin,6768.9,6769.2
873,amp180_freq26,stim_onset_margin,6771.95,6772.1
873,amp180_freq26,stim_offset_margin,6774.9,6775.2
874,amp180_freq26,stim_onset_margin,6777.95,6778.1
874,amp180_freq26,stim_offset_margin,6780.9,6781.2
875,amp250_freq26,stim_onset_margin,6783.95,6784.1
875,amp250_freq26,stim_offset_margin,6786.9,6787.2
876,amp180_freq26,stim_onset_margin,6789.95,6790.1
876,amp180_freq26,stim_offset_margin,6792.9,6793.2
877,amp180_freq26,stim_onset_margin,6795.95,6796.1
877,amp180_freq26,stim_offset_margin,6798.9,6799.2
878,amp100_freq5,stim_onset_margin,6801.95,6802.1
878,amp100_freq5,stim_offset_margin,6804.9,6805.2
879,amp180_freq26,stim_onset_margin,6807.95,6808.1
879,amp180_freq26,stim_offset_margin,6810.9,6811.2
880,amp180_freq5,stim_onset_margin,6813.95,6814.1
880,amp180_freq5,stim_offset_margin,6816.9,6817.2
881,amp100_freq5,stim_onset_margin,6819.95,6820.1
881,amp100_freq5,stim_offset_margin,6822.9,6823.2
882,amp250_freq26,stim_onset_margin,6825.95,6826.1
882,amp250_freq26,stim_offset_margin,6828.9,6829.2
883,amp100_freq5,stim_onset_margin,6831.95,6832.1
883,amp100_freq5,stim_offset_margin,6834.9,6835.2
884,amp180_freq26,stim_onset_margin,6837.95,6838.1
884,amp180_freq26,stim_offset_margin,6840.9,6841.2
885,amp100_freq26,stim_onset_margin,6843.95,6844.1
885,amp100_freq26,stim_offset_margin,6846.9,6847.2
886,amp250_freq5,stim_onset_margin,6849.95,6850.1
886,amp250_freq5,stim_offset_margin,6852.9,6853.2
887,amp180_freq5,stim_onset_margin,6855.95,6856.1
887,amp180_freq5,stim_offset_margin,6858.9,6859.2
888,amp100_freq26,stim_onset_margin,6861.95,6862.1
888,amp100_freq26,stim_offset_margin,6864.9,6865.2
889,amp180_freq26,stim_onset_margin,6867.95,6868.1
889,amp180_freq26,stim_offset_margin,6870.9,6871.2
890,amp180_freq5,stim_onset_margin,6873.95,6874.1
890,amp180_freq5,stim_offset_margin,6876.9,6877.2
891,amp250_freq5,stim_onset_margin,6879.95,6880.1
891,amp250_freq5,stim_offset_margin,6882.9,6883.2
892,amp250_freq26,stim_onset_margin,6885.95,6886.1
892,amp250_freq26,stim_offset_margin,6888.9,6889.2
893,amp100_freq26,stim_onset_margin,6891.95,6892.1
893,amp100_freq26,stim_offset_margin,6894.9,6895.2
894,amp100_freq26,stim_onset_margin,6897.95,6898.1
894,amp100_freq26,stim_offset_margin,6900.9,6901.2
895,amp180_freq26,stim_onset_margin,6903.95,6904.1
895,amp180_freq26,stim_offset_margin,6906.9,6907.2
896,amp100_freq5,stim_onset_margin,6909.95,6910.1
896,amp100_freq5,stim_offset_margin,6912.9,6913.2
897,amp180_freq26,stim_onset_margin,6915.95,6916.1
897,amp180_freq26,stim_offset_margin,6918.9,6919.2
898,amp250_freq26,stim_onset_margin,6921.95,6922.1
898,amp250_freq26,stim_offset_margin,6924.9,6925.2
899,amp250_freq26,stim_onset_margin,6927.95,6928.1
899,amp250_freq26,stim_offset_margin,6930.9,6931.2
900,amp180_freq5,stim_onset_margin,6933.95,6934.1
900,amp180_freq5,stim_offset_margin,6936.9,6937.2
901,amp100_freq5,stim_onset_margin,6939.95,6940.1
901,amp100_freq5,stim_offset_margin,6942.9,6943.2
902,amp180_freq5,stim_onset_margin,6945.95,6946.1
902,amp180_freq5,stim_offset_margin,6948.9,6949.2
903,amp250_freq26,stim_onset_margin,6951.95,6952.1
903,amp250_freq26,stim_offset_margin,6954.9,6955.2
904,amp180_freq5,stim_onset_margin,6957.95,6958.1
904,amp180_freq5,stim_offset_margin,6960.9,6961.2
905,amp100_freq5,stim_onset_margin,6963.95,6964.1
905,amp100_freq5,stim_offset_margin,6966.9,6967.2
906,amp250_freq26,stim_onset_margin,6969.95,6970.1
906,amp250_freq26,stim_offset_margin,6972.9,6973.2
907,amp180_freq5,stim_onset_margin,6975.95,6976.1
907,amp180_freq5,stim_offset_margin,6978.9,6979.2
908,amp100_freq26,stim_onset_margin,6981.95,6982.1
908,amp100_freq26,stim_offset_margin,6984.9,6985.2
909,amp250_freq5,stim_onset_margin,6987.95,6988.1
909,amp250_freq5,stim_offset_margin,6990.9,6991.2
910,amp250_freq26,stim_onset_margin,6993.95,6994.1
910,amp250_freq26,stim_offset_margin,6996.9,6997.2
911,amp180_freq5,stim_onset_margin,6999.95,7000.1
911,amp180_freq5,stim_offset_margin,7002.9,7003.2
912,amp100_freq26,stim_onset_margin,7005.95,7006.1
912,amp100_freq26,stim_offset_margin,7008.9,7009.2
913,amp250_freq5,stim_onset_margin,7011.95,7012.1
913,amp250_freq5,stim_offset_margin,7014.9,7015.2
914,amp100_freq26,stim_onset_margin,7017.95,7018.1
914,amp100_freq26,stim_offset_margin,7020.9,7021.2
915,amp250_freq26,stim_onset_margin,7023.95,7024.1
915,amp250_freq26,stim_offset_margin,7026.9,7027.2
916,amp250_freq26,stim_onset_margin,7029.95,7030.1
916,amp250_freq26,stim_offset_margin,7032.9,7033.2
917,amp180_freq5,stim_onset_margin,7035.95,7036.1
917,amp180_freq5,stim_offset_margin,7038.9,7039.2
918,amp100_freq26,stim_onset_margin,7041.95,7042.1
918,amp100_freq26,stim_offset_margin,7044.9,7045.2
919,amp250_freq26,stim_onset_margin,7047.95,7048.1
919,amp250_freq26,stim_offset_margin,7050.9,7051.2
920,amp180_freq5,stim_onset_margin,7053.95,7054.1
920,amp180_freq5,stim_offset_margin,7056.9,7057.2
921,amp180_freq26,stim_onset_margin,7059.95,7060.1
921,amp180_freq26,stim_offset_margin,7062.9,7063.2
922,amp250_freq5,stim_onset_margin,7065.95,7066.1
922,amp250_freq5,stim_offset_margin,7068.9,7069.2
923,amp180_freq26,stim_onset_margin,7071.95,7072.1
923,amp180_freq26,stim_offset_margin,7074.9,7075.2
924,amp180_freq26,stim_onset_margin,7077.95,7078.1
924,amp180_freq26,stim_offset_margin,7080.9,7081.2
925,amp100_freq26,stim_onset_margin,7083.95,7084.1
925,amp100_freq26,stim_offset_margin,7086.9,7087.2
926,amp180_freq5,stim_onset_margin,7089.95,7090.1
926,amp180_freq5,stim_offset_margin,7092.9,7093.2
927,amp100_freq5,stim_onset_margin,7095.95,7096.1
927,amp100_freq5,stim_offset_margin,7098.9,7099.2
928,amp180_freq26,stim_onset_margin,7101.95,7102.1
928,amp180_freq26,stim_offset_margin,7104.9,7105.2
929,amp180_freq26,stim_onset_margin,7107.95,7108.1
929,amp180_freq26,stim_offset_margin,7110.9,7111.2
930,amp250_freq26,stim_onset_margin,7113.95,7114.1
930,amp250_freq26,stim_offset_margin,7116.9,7117.2
931,amp250_freq5,stim_onset_margin,7119.95,7120.1
931,amp250_freq5,stim_offset_margin,7122.9,7123.2
932,amp250_freq26,stim_onset_margin,7125.95,7126.1
932,amp250_freq26,stim_offset_margin,7128.9,7129.2
933,amp180_freq5,stim_onset_margin,7131.95,7132.1
933,amp180_freq5,stim_offset_margin,7134.9,7135.2
934,amp250_freq5,stim_onset_margin,7137.95,7138.1
934,amp250_freq5,stim_offset_margin,7140.9,7141.2
935,amp250_freq26,stim_onset_margin,7143.95,7144.1
935,amp250_freq26,stim_offset_margin,7146.9,7147.2
936,amp250_freq5,stim_onset_margin,7149.95,7150.1
936,amp250_freq5,stim_offset_margin,7152.9,7153.2
937,amp180_freq26,stim_onset_margin,7155.95,7156.1
937,amp180_freq26,stim_offset_margin,7158.9,7159.2
938,amp100_freq5,stim_onset_margin,7161.95,7162.1
938,amp100_freq5,stim_offset_margin,7164.9,7165.2
939,amp180_freq26,stim_onset_margin,7167.95,7168.1
939,amp180_freq26,stim_offset_margin,7170.9,7171.2
940,amp180_freq26,stim_onset_margin,7173.95,7174.1
940,amp180_freq26,stim_offset_margin,7176.9,7177.2
941,amp180_freq26,stim_onset_margin,7179.95,7180.1
941,amp180_freq26,stim_offset_margin,7182.9,7183.2
942,amp250_freq26,stim_onset_margin,7185.95,7186.1
942,amp250_freq26,stim_offset_margin,7188.9,7189.2
943,amp180_freq26,stim_onset_margin,7191.95,7192.1
943,amp180_freq26,stim_offset_margin,7194.9,7195.2
944,amp250_freq26,stim_onset_margin,7197.95,7198.1
944,amp250_freq26,stim_offset_margin,7200.9,7201.2
945,amp180_freq5,stim_onset_margin,7203.95,7204.1
945,amp180_freq5,stim_offset_margin,7206.9,7207.2
946,amp250_freq26,stim_onset_margin,7209.95,7210.1
946,amp250_freq26,stim_offset_margin,7212.9,7213.2
947,amp100_freq5,stim_onset_margin,7215.95,7216.1
947,amp100_freq5,stim_offset_margin,7218.9,7219.2
948,amp100_freq26,stim_onset_margin,7221.95,7222.1
948,amp100_freq26,stim_offset_margin,7224.9,7225.2
949,amp250_freq26,stim_onset_margin,7227.95,7228.1
949,amp250_freq26,stim_offset_margin,7230.9,7231.2
950,amp100_freq26,stim_onset_margin,7233.95,7234.1
950,amp100_freq26,stim_offset_margin,7236.9,7237.2
951,amp250_freq26,stim_onset_margin,7239.95,7240.1
951,amp250_freq26,stim_offset_margin,7242.9,7243.2
952,amp100_freq26,stim_onset_margin,7245.95,7246.1
952,amp100_freq26,stim_offset_margin,7248.9,7249.2
953,amp250_freq5,stim_onset_margin,7251.95,7252.1
953,amp250_freq5,stim_offset_margin,7254.9,7255.2
954,amp100_freq26,stim_onset_margin,7257.95,7258.1
954,amp100_freq26,stim_offset_margin,7260.9,7261.2
955,amp250_freq26,stim_onset_margin,7263.95,7264.1
955,amp250_freq26,stim_offset_margin,7266.9,7267.2
956,amp250_freq5,stim_onset_margin,7269.95,7270.1
956,amp250_freq5,stim_offset_margin,7272.9,7273.2
957,amp100_freq26,stim_onset_margin,7275.95,7276.1
957,amp100_freq26,stim_offset_margin,7278.9,7279.2
958,amp250_freq5,stim_onset_margin,7281.95,7282.1
958,amp250_freq5,stim_offset_margin,7284.9,7285.2
959,amp180_freq5,stim_onset_margin,7287.95,7288.1
959,amp180_freq5,stim_offset_margin,7290.9,7291.2
960,amp250_freq26,stim_onset_margin,7293.95,7294.1
960,amp250_freq26,stim_offset_margin,7296.9,7297.2
961,amp250_freq5,stim_onset_margin,7299.95,7300.1
961,amp250_freq5,stim_offset_margin,7302.9,7303.2
962,amp250_freq5,stim_onset_margin,7305.95,7306.1
962,amp250_freq5,stim_offset_margin,7308.9,7309.2
963,amp250_freq5,stim_onset_margin,7311.95,7312.1
963,amp250_freq5,stim_offset_margin,7314.9,7315.2
