channel,rms,mad,ptp,absmax,zero_fraction,saturation_fraction,rough_mad,common_corr,rms_rz,mad_rz,ptp_rz,rough_mad_rz,absmax_rz,exclude_reasons,exclude_auto
128,15447.523,13282.5,58838.5,32764.0,3.75e-05,1.875e-05,49.0,0.14249647,17.27050010077338,23.890022157013256,7.392164407265977,0.067448975,7.166053189448689,extreme_noise,True
129,12390.711,11970.25,42675.5,32764.0,5.625e-05,6.25e-06,36.0,0.5166935,13.65506916044148,21.419403386775993,5.079403266083267,-1.1016665916666668,7.166053189448689,extreme_noise,True
130,9364.697,9100.25,32011.5,22958.0,6.875e-05,0.0,34.0,0.5856861,10.076065392574064,16.01595444748779,3.5534931745425613,-1.281530525,4.434669134730539,extreme_noise,True
131,7661.3115,7458.0,26369.0,22219.0,5e-05,0.0,33.0,0.59820175,8.061393731939038,12.924033185973483,2.746108732352161,-1.3714624916666667,4.2288265060912655,extreme_noise,True
132,6580.087,6420.0,22738.5,19547.0,5e-05,0.0,30.0,0.60565174,6.78258029271676,10.96975444068388,2.2266210553699284,-1.6412583916666668,3.484561954367128,extreme_noise,True
133,5792.9956,5615.5,19781.0,20308.0,7.5e-05,0.0,30.0,0.60332036,5.85165166364443,9.455094276343337,1.803432843092018,-1.6412583916666668,3.6965325097047286,extreme_noise,True
134,4965.6807,4831.5,17308.0,17508.0,5.625e-05,0.0,30.0,0.60496545,4.873148717664252,7.9790301758548505,1.4495716600106072,-1.6412583916666668,2.916614566281231,extreme_noise,True
135,3556.1484,3455.75,12528.5,12789.0,0.00010625,0.0,31.0,0.6086691,3.206030952571046,5.388857744417306,0.7656737527976665,-1.5513264249999998,1.6021742894899855,high_noise,True
136,411.03152,272.0,4091.0,4649.0,0.0012125,0.0,53.0,0.19199467,-0.5138416263487858,-0.6052992452896022,-0.44164680209493506,0.42717684166666664,-0.6651585888911832,,False
137,2268.9888,2204.0,8439.0,8760.0,0.00018125,0.0,35.0,0.60836154,1.6836487689331707,3.032144430914166,0.18050783762927605,-1.1915985583333333,0.47992807732810244,,False
138,2878.7002,2805.5,10302.5,10864.0,0.000175,0.0,32.0,0.6092787,2.4047821565529244,4.164609426378227,0.4471557610713339,-1.4613944583333334,1.0659807033863309,high_noise,True
139,2782.9683,2711.0,9948.0,11023.0,0.000125,0.0,32.0,0.6144892,2.2915556519201923,3.9866909856943473,0.39643041153540176,-1.4613944583333334,1.1102689008878794,,False
140,2583.9072,2535.5,9325.5,10814.0,0.00015625,0.0,31.0,0.61692953,2.0561171271436804,3.656271024424285,0.30735698392999206,-1.5513264249999998,1.0520535972537683,,False
141,1979.0078,1919.0,7113.5,9761.0,0.000175,0.0,31.0,0.61451584,1.340675124276249,2.4955650066294486,-0.009157749986740918,-1.5513264249999998,0.7587487421020029,,False
142,1430.2756,1391.0,5341.0,8492.0,0.00023125,0.0,32.0,0.6146649,0.6916646621243955,1.5014810205861828,-0.2627844976664015,-1.4613944583333334,0.40527878845756765,,False
143,1042.7869,996.5,3907.0,7526.0,0.00028125,0.0,32.0,0.623715,0.2333641002173705,0.758742133286811,-0.4679753333068151,-1.4613944583333334,0.13620709797646086,,False
144,809.427,768.5,3207.5,6785.0,0.00044375,0.0,32.0,0.62140995,-0.04264120594342717,0.329478593859037,-0.5680666788650226,-1.4613944583333334,-0.0701926149081148,,False
145,680.89246,640.0,2702.5,6553.0,0.0005,0.0,31.0,0.6242018,-0.1946648495730975,0.08754716922540126,-0.64032704985415,-1.5513264249999998,-0.1348143873632046,,False
146,611.61957,572.5,2533.5,6806.0,0.00049375,0.0,32.0,0.6204162,-0.2765970398088797,-0.03953743126308444,-0.6645092334128878,-1.4613944583333334,-0.06434323033243856,,False
147,567.05945,532.0,2304.5,6068.0,0.000675,0.0,31.0,0.6254271,-0.32930031657552417,-0.11578819155617585,-0.6972768075841952,-1.5513264249999998,-0.2699073168490605,,False
148,565.6464,528.0,2396.0,6419.0,0.00060625,0.0,32.0,0.6162466,-0.33097156528685107,-0.12331913084438242,-0.6841840869000265,-1.4613944583333334,-0.172139031798472,,False
