burst_index,start_sample,end_sample,start_time_s,end_time_s,duration_s,pulse_count,estimated_freq_hz,config_index,amplitude,expected_freq_hz,pin,expected_start_time_s,start_time_error_s
726,118154997,118273584,5907.74985,5913.6792,5.92935,36,12.820512820512821,726,250,5,12,5256.0,651.7498500000002
727,118274770,118393482,5913.7385,5919.6741,5.9356,32,12.322858903265558,727,250,26,12,5262.0,651.7385000000004
728,118393669,118452516,5919.68345,5922.6258,2.94235,9,2.5135101168782206,728,250,26,12,5268.0,651.6834500000004
729,118513609,118569397,5925.68045,5928.46985,2.7894,7,2.484472049689441,729,250,26,12,5274.0,651.6804499999998
730,118635545,118692394,5931.77725,5934.6197,2.84245,9,4.109307581672488,730,180,5,12,5280.0,651.7772500000001
731,118753674,118878481,5937.6837,5943.92405,6.24035,7,2.6162600562495912,731,250,5,12,5286.0,651.6836999999996
732,118878918,118921539,5943.9459,5946.07695,2.13105,7,4.420866489832007,732,100,5,12,5292.0,651.9458999999997
733,118999918,119118422,5949.9959,5955.9211,5.9252,13,5.254170497832654,733,100,26,12,5298.0,651.9958999999999
734,119121417,119170654,5956.07085,5958.5327,2.46185,4,1.3028467200833822,734,100,26,12,5304.0,652.0708500000001
735,119259329,119266068,5962.96645,5963.3034,0.33695,1,,735,250,26,12,5310.0,652.9664499999999
736,119358301,119473747,5967.91505,5973.68735,5.7723,5,1.7325017325017327,736,100,26,12,5316.0,651.9150499999996
737,119478302,119597306,5973.9151,5979.8653,5.9502,3,0.7685656643289461,737,100,5,12,5322.0,651.9151000000002
738,119602111,119734343,5980.10555,5986.71715,6.6116,4,1.040582726326743,738,180,5,12,5328.0,652.1055500000002
739,119758306,119770350,5987.9153,5988.5175,0.6022,1,,739,180,5,12,5334.0,653.9152999999997
740,119835749,119953753,5991.78745,5997.68765,5.9002,15,5.047955577990914,740,100,5,12,5340.0,651.7874499999998
741,119980275,120073568,5999.01375,6003.6784,4.66465,3,1.990643973325371,741,180,5,12,5346.0,653.0137500000001
742,120073630,120193590,6003.6815,6009.6795,5.998,3,0.728398433943367,742,250,26,12,5352.0,651.6814999999997
743,120204324,120252374,6010.2162,6012.6187,2.4025,4,1.2422360248447204,743,250,5,12,5358.0,652.2161999999998
744,120315776,120373624,6015.7888,6018.6812,2.8924,29,12.095554883580284,744,100,5,12,5364.0,651.7888000000003
745,120434842,120492627,6021.7421,6024.63135,2.88925,21,8.324661810613945,745,250,5,12,5370.0,651.7421000000004
746,120553783,120607824,6027.68915,6030.3912,2.70205,4,1.001552406229656,746,250,26,12,5376.0,651.6891500000002
747,120673597,120793599,6033.67985,6039.67995,6.0001,4,2.5037556334501754,747,250,26,12,5382.0,651.6798500000004
748,120793661,120844021,6039.68305,6042.20105,2.518,4,1.4118311449950585,748,250,5,12,5388.0,651.6830499999996
749,120913663,120972447,6045.68315,6048.62235,2.9392,18,6.540222367560497,749,180,5,12,5394.0,651.6831499999998
750,121036160,121092573,6051.808,6054.62865,2.82065,26,9.713453132588635,750,250,5,12,5400.0,651.808
751,121154352,121274104,6057.7176,6063.7052,5.9876,4,0.8324661810613945,751,250,26,12,5406.0,651.7176
752,121276663,121393731,6063.83315,6069.68655,5.8534,21,8.904719501335709,752,250,26,12,5412.0,651.8331500000004
753,121394168,121513733,6069.7084,6075.68665,5.97825,7,2.1654395842356,753,100,5,12,5418.0,651.7084000000004
754,121514170,121633797,6075.7085,6081.68985,5.98135,6,3.2701111837802483,754,250,26,12,5424.0,651.7084999999997
755,121635731,121690397,6081.78655,6084.51985,2.7333,19,7.1225071225071215,755,100,26,12,5430.0,651.7865499999998
756,121768900,121885782,6088.445,6094.2891,5.8441,4,1.6269421622061335,756,100,26,12,5436.0,652.4449999999997
757,121891897,121998045,6094.59485,6099.90225,5.3074,3,0.9999750006249845,757,250,26,12,5442.0,652.5948500000004
758,121998295,122127470,6099.91475,6106.3735,6.45875,11,4.331817197314273,758,100,26,12,5448.0,651.9147499999999
759,122127532,122254835,6106.3766,6112.74175,6.36515,3,1.001552406229656,759,100,26,12,5454.0,652.3765999999996
760,122262947,122270935,6113.14735,6113.54675,0.3994,1,,760,180,26,12,5460.0,653.1473500000002
761,122353682,122413214,6117.6841,6120.6607,2.9766,18,6.408202499198975,761,250,5,12,5466.0,651.6841000000004
762,122473683,122514120,6123.68415,6125.706,2.02185,3,1.101351909468873,762,100,5,12,5472.0,651.68415
763,122594246,122716744,6129.7123,6135.8372,6.1249,4,1.2422360248447204,763,250,26,12,5478.0,651.7123000000001
764,122716931,122770598,6135.84655,6138.5299,2.68335,14,4.513653802753329,764,250,5,12,5484.0,651.8465500000002
765,122833812,122893033,6141.6906,6144.65165,2.96105,4,4.929751047572098,765,100,5,12,5490.0,651.6905999999999
766,122953876,123013846,6147.6938,6150.6923,2.9985,6,2.5040691123074996,766,180,26,12,5496.0,651.6938
767,123073940,123132599,6153.697,6156.62995,2.93295,12,4.162330905306972,767,180,5,12,5502.0,651.6970000000001
768,123194878,123251602,6159.7439,6162.5801,2.8362,5,1.2519169979030391,768,180,5,12,5508.0,651.7439000000004
769,123316127,123433944,6165.80635,6171.6972,5.89085,16,4.513653802753329,769,180,26,12,5514.0,651.8063499999998
770,123453851,123478875,6172.69255,6173.94375,1.2512,4,4.930966469428007,770,180,5,12,5520.0,652.6925499999998
771,123553779,123613874,6177.68895,6180.6937,3.00475,7,2.484472049689441,771,180,26,12,5526.0,651.6889499999997
772,123673968,123793969,6183.6984,6189.69845,6.00005,6,1.2618296529968454,772,180,5,12,5532.0,651.6984000000002
773,123803580,123932193,6190.179,6196.60965,6.43065,10,6.283380458686773,773,180,5,12,5538.0,652.1790000000001
774,123932255,123964205,6196.61275,6198.21025,1.5975,2,1.1612378795796319,774,180,5,12,5544.0,652.6127500000002
775,124033972,124172195,6201.6986,6208.60975,6.91115,6,2.484472049689441,775,100,26,12,5550.0,651.6985999999997
776,124172258,124273809,6208.6129,6213.69045,5.07755,3,1.2519561815336464,776,100,5,12,5556.0,652.6129000000001
777,124273933,124332031,6213.69665,6216.60155,2.9049,18,6.410256410256411,777,250,5,12,5562.0,651.6966499999999
778,124397929,124514685,6219.89645,6225.73425,5.8378,23,9.155413138017853,778,100,5,12,5568.0,651.8964500000002
779,124514747,124627947,6225.73735,6231.39735,5.66,34,12.330456226880393,779,180,26,12,5574.0,651.7373500000003
780,124634437,124690288,6231.72185,6234.5144,2.79255,2,0.8389965601141035,780,250,26,12,5580.0,651.7218499999999
781,124759930,124813721,6237.9965,6240.68605,2.68955,6,3.2706459525756335,781,250,26,12,5586.0,651.9965000000002
782,124873836,125073714,6243.6918,6253.6857,9.9939,21,5.623506256150709,782,100,5,12,5592.0,651.6917999999996
783,125113860,125168962,6255.693,6258.4481,2.7551,11,5.3872053872053876,783,180,26,12,5598.0,657.6930000000002
784,125235920,125272177,6261.796,6263.60885,1.81285,3,1.1051555506437531,784,250,5,12,5604.0,657.7960000000003
785,125361975,125411086,6268.09875,6270.5543,2.45555,4,2.1803117845851956,785,180,26,12,5610.0,658.0987500000001
786,125479230,125523225,6273.9615,6276.16125,2.19975,4,1.6605778811026237,786,250,26,12,5616.0,657.9615000000003
787,125598857,125722478,6279.94285,6286.1239,6.18105,6,2.1654395842356,787,250,5,12,5622.0,657.9428500000004
788,125726347,125843103,6286.31735,6292.15515,5.8378,5,2.003104812459312,788,100,26,12,5628.0,658.3173500000003
789,125846910,125890717,6292.3455,6294.53585,2.19035,7,3.373534620899047,789,180,5,12,5634.0,658.3455000000004
790,125962481,126074245,6298.12405,6303.71225,5.5882,5,1.990643973325371,790,100,26,12,5640.0,658.1240500000004
791,126086476,126196056,6304.3238,6309.8028,5.479,5,2.4844720496894412,791,250,5,12,5646.0,658.3238000000001
792,126198490,126313935,6309.9245,6315.69675,5.77225,25,8.902737591809482,792,180,5,12,5652.0,657.9245000000001
793,126313998,126371534,6315.6999,6318.5767,2.8768,30,12.322858903265558,793,250,5,12,5658.0,657.6998999999996
794,126433999,126556559,6321.69995,6327.82795,6.128,14,4.3308791684712,794,250,5,12,5664.0,657.6999500000002
795,126560553,126608541,6328.02765,6330.42705,2.3994,5,1.9969047975637764,795,250,26,12,5670.0,658.02765
796,126674127,126803426,6333.70635,6340.1713,6.46495,14,4.331817197314273,796,250,26,12,5676.0,657.7063500000004
797,126814721,126921056,6340.73605,6346.0528,5.31675,6,2.5037556334501754,797,180,26,12,5682.0,658.7360500000004
798,126927171,126973287,6346.35855,6348.66435,2.3058,6,2.1803117845851956,798,250,5,12,5688.0,658.3585499999999
799,127041993,127163056,6352.09965,6358.1528,6.05315,4,2.1654395842356,799,180,26,12,5694.0,658.0996500000001
800,127163118,127212292,6358.1559,6360.6146,2.4587,5,2.1728502362974633,800,100,5,12,5700.0,658.1558999999997
801,127273967,127394093,6363.69835,6369.70465,6.0063,5,2.775079783543777,801,100,26,12,5706.0,657.6983499999997
802,127396526,127453688,6369.8263,6372.6844,2.8581,19,8.113590263691684,802,100,5,12,5712.0,657.8262999999997
803,127531255,127555155,6376.56275,6377.75775,1.195,3,2.009444388626545,803,100,26,12,5718.0,658.56275
804,127636529,127689759,6381.82645,6384.48795,2.6615,14,4.3308791684712,804,250,5,12,5724.0,657.8264499999996
805,127758402,127802396,6387.9201,6390.1198,2.1997,4,2.484472049689441,805,250,26,12,5730.0,657.9201000000003
806,127877842,127925830,6393.8921,6396.2915,2.3994,2,0.5432125590743658,806,180,5,12,5736.0,657.8921
807,127993974,128236181,6399.6987,6411.80905,12.11035,19,2.5846471956577926,807,180,26,12,5742.0,657.6986999999999
808,128236993,128356619,6411.84965,6417.83095,5.9813,19,8.547008547008547,808,250,5,12,5748.0,663.8496500000001
809,128364732,128474020,6418.2366,6423.701,5.4644,3,0.9984274767241593,809,100,5,12,5754.0,664.2366000000002
810,128480698,128594209,6424.0349,6429.71045,5.67555,2,1.2422360248447204,810,180,5,12,5760.0,664.0348999999997
811,128616050,128741293,6430.8025,6437.06465,6.26215,4,2.1085925144965736,811,250,26,12,5766.0,664.8024999999998
812,128765942,128851559,6438.2971,6442.57795,4.28085,2,3.2701111837802483,812,250,26,12,5772.0,666.2970999999998
813,128855553,128958206,6442.77765,6447.9103,5.13265,5,2.4844720496894412,813,250,5,12,5778.0,664.77765
814,128958269,129075025,6447.91345,6453.75125,5.8378,10,4.389815627743634,814,250,5,12,5784.0,663.91345
815,129075275,129132436,6453.76375,6456.6218,2.85805,7,2.5039123630672924,815,100,26,12,5790.0,663.7637500000001
816,129211064,129321018,6460.5532,6466.0509,5.4977,2,1.2422360248447204,816,100,26,12,5796.0,664.5532000000003
817,129324076,129374061,6466.2038,6468.70305,2.49925,3,1.0,817,180,5,12,5802.0,664.2038000000002
818,129434176,129554052,6471.7088,6477.7026,5.9938,2,1.0440048024220911,818,180,26,12,5808.0,663.7088000000003
819,129558420,129612419,6477.921,6480.62095,2.69995,6,4.273504273504273,819,100,5,12,5814.0,663.9210000000003
820,129676819,129798381,6483.84095,6489.91905,6.0781,25,9.027307605506659,820,100,5,12,5820.0,663.8409499999998
821,129798443,129917529,6489.92215,6495.87645,5.9543,12,4.331817197314273,821,100,26,12,5826.0,663.9221500000003
822,129919027,129973692,6495.95135,6498.6846,2.73325,14,6.410256410256411,822,250,5,12,5832.0,663.9513500000003
823,130035159,130171322,6501.75795,6508.5661,6.80815,10,3.2051282051282053,823,180,26,12,5838.0,663.7579500000002
824,130174442,130202087,6508.7221,6510.10435,1.38225,2,0.9289795160016723,824,250,26,12,5844.0,664.7221
825,130291323,130400466,6514.56615,6520.0233,5.45715,3,1.6268759913775572,825,180,26,12,5850.0,664.5661499999997
826,130400528,130453509,6520.0264,6522.67545,2.64905,14,4.389815627743634,826,250,26,12,5856.0,664.0263999999997
827,130532012,130642839,6526.6006,6532.14195,5.54135,6,4.3308791684712,827,180,26,12,5862.0,664.6005999999998
828,130642902,130686646,6532.1451,6534.3323,2.1872,3,1.001552406229656,828,100,26,12,5868.0,664.1450999999997
829,130767146,130804026,6538.3573,6540.2013,1.844,3,1.297563823920589,829,100,26,12,5874.0,664.3572999999997
830,130874126,130933221,6543.7063,6546.66105,2.95475,4,1.3081300281247956,830,250,26,12,5880.0,663.7062999999998
831,130994148,131052494,6549.7074,6552.6247,2.9173,10,4.3308791684712,831,180,26,12,5886.0,663.7074000000002
832,131142916,131240078,6557.1458,6562.0039,4.8581,2,0.6676904587033451,832,180,5,12,5892.0,665.1458000000002
833,131243884,131284946,6562.1942,6564.2473,2.0531,5,2.4940765681506423,833,100,26,12,5898.0,664.1941999999999
834,131356584,131474172,6567.8292,6573.7086,5.8794,9,3.8153376573826785,834,180,5,12,5904.0,663.8292000000001
835,131474360,131533518,6573.718,6576.6759,2.9579,14,4.3308791684712,835,180,26,12,5910.0,663.7179999999998
836,131594361,131714798,6579.71805,6585.7399,6.02185,14,4.5787545787545785,836,100,5,12,5916.0,663.7180500000004
837,131718043,131834363,6585.90215,6591.71815,5.816,5,1.405678942929435,837,180,5,12,5922.0,663.9021499999999
838,131857639,131954177,6592.88195,6597.70885,4.8269,2,0.8324661810613945,838,180,26,12,5928.0,664.88195
839,131954364,132074198,6597.7182,6603.7099,5.9917,15,4.9689440993788825,839,250,26,12,5934.0,663.7182000000003
840,132075571,132194199,6603.77855,6609.70995,5.9314,15,4.678909814013335,840,250,26,12,5940.0,663.77855
841,132194449,132241127,6609.72245,6612.05635,2.3339,1,,841,100,26,12,5946.0,663.7224500000002
842,132241189,132314221,6612.05945,6615.71105,3.6516,1,,842,100,5,12,5952.0,660.0594499999997
843,132314346,132367888,6615.7173,6618.3944,2.6771,15,9.864364981504316,843,250,26,12,5958.0,657.7173000000003
844,132437093,132492756,6621.85465,6624.6378,2.78315,8,3.4094783498124785,844,250,26,12,5964.0,657.8546500000002
845,132554223,132605831,6627.71115,6630.29155,2.5804,3,1.0473671807493914,845,100,5,12,5970.0,657.7111500000001
846,132674245,132794371,6633.71225,6639.71855,6.0063,6,1.885369532428356,846,250,26,12,5976.0,657.7122499999996
847,132795494,132924731,6639.7747,6646.23655,6.46185,10,3.4100596760443307,847,180,26,12,5982.0,657.7746999999999
848,132924793,133039739,6646.23965,6651.98695,5.7473,4,1.261750047315627,848,250,5,12,5988.0,658.2396500000004
849,133047727,133087727,6652.38635,6654.38635,2.0,2,1.5710919088766695,849,180,5,12,5994.0,658.3863499999998
850,133159616,133207728,6657.9808,6660.3864,2.4056,3,1.2446712512057752,850,180,26,12,6000.0,657.9808000000003
851,133274250,133332784,6663.7125,6666.6392,2.9267,7,2.1581957483543754,851,180,5,12,6006.0,657.7124999999996
852,133394313,133516436,6669.71565,6675.8218,6.10615,7,2.256954240252779,852,100,5,12,6012.0,657.7156500000001
853,133524549,133634336,6676.22745,6681.7168,5.48935,9,2.953773445576724,853,100,5,12,6018.0,658.2274500000003
854,133634461,133754275,6681.72305,6687.71375,5.9907,21,7.914523149980212,854,180,5,12,6024.0,657.7230499999996
855,133758706,133806756,6687.9353,6690.3378,2.4025,3,1.1070825606819628,855,250,5,12,6030.0,657.9353000000001
856,133890438,133994423,6694.5219,6699.72115,5.19925,6,2.1803117845851956,856,100,5,12,6036.0,658.5218999999997
857,134025375,134114320,6701.26875,6705.716,4.44725,3,1.4340001434000142,857,250,26,12,6042.0,659.2687500000002
858,134117190,134234508,6705.8595,6711.7254,5.8659,2,0.998402555910543,858,250,5,12,6048.0,657.8594999999996
859,134237691,134285741,6711.88455,6714.28705,2.4025,4,1.2422360248447204,859,100,26,12,6054.0,657.8845499999998
860,134354322,134412794,6717.7161,6720.6397,2.9236,5,1.2820101919810263,860,250,5,12,6060.0,657.7160999999996
861,134474323,134601376,6723.71615,6730.0688,6.35265,7,2.4749412201460212,861,250,5,12,6066.0,657.7161500000002
862,134604621,134737414,6730.23105,6736.8707,6.63965,5,1.9021351467021732,862,180,5,12,6072.0,658.2310500000003
863,134756759,134834472,6737.83795,6741.7236,3.88565,2,1.2470382840753211,863,100,5,12,6078.0,659.8379500000001
864,134837093,134954410,6741.85465,6747.7205,5.86585,3,1.1032656663724625,864,100,5,12,6084.0,657.8546500000002
865,134959465,135013256,6747.97325,6750.6628,2.68955,16,6.283380458686773,865,100,5,12,6090.0,657.97325
866,135083585,135127454,6754.17925,6756.3727,2.19345,3,1.0,866,100,5,12,6096.0,658.1792500000001
867,135195473,135317097,6759.77365,6765.85485,6.0812,5,1.2519561815336462,867,250,5,12,6102.0,657.7736500000001
868,135318594,135438720,6765.9297,6771.936,6.0063,17,5.775339301183944,868,180,26,12,6108.0,657.9296999999997
869,135443338,135491014,6772.1669,6774.5507,2.3838,14,4.390779363336992,869,250,5,12,6114.0,658.1669000000002
870,135557036,135612513,6777.8518,6780.62565,2.77385,16,4.389815627743634,870,180,5,12,6120.0,657.8518000000004
871,135675290,135733075,6783.7645,6786.65375,2.88925,30,11.869436201780415,871,250,26,12,6126.0,657.7645000000002
872,135795291,135853014,6789.76455,6792.6507,2.88615,16,4.5787545787545785,872,180,26,12,6132.0,657.7645499999999
873,135915292,136066495,6795.7646,6803.32475,7.56015,9,2.8872527789808,873,180,26,12,6138.0,657.7646000000004
874,136067868,136154442,6803.3934,6807.7221,4.3287,3,1.5408914056781848,874,250,26,12,6144.0,659.3933999999999
875,136158186,136274630,6807.9093,6813.7315,5.8222,15,4.578230513906375,875,180,26,12,6150.0,657.9093000000003
876,136281494,136329295,6814.0747,6816.46475,2.39005,5,1.6735701435086396,876,180,26,12,6156.0,658.0747000000001
877,136396565,136453165,6819.82825,6822.65825,2.83,4,1.6956337431114878,877,100,5,12,6162.0,657.8282499999996
878,136514819,136571980,6825.74095,6828.599,2.85805,18,6.410256410256411,878,180,26,12,6168.0,657.7409500000003
879,136662153,136754447,6833.10765,6837.72235,4.6147,2,0.6514233600416911,879,180,5,12,6174.0,659.1076499999999
880,136757068,136810921,6837.8534,6840.54605,2.69265,10,4.3308791684712,880,100,5,12,6180.0,657.8534
881,136883184,136998942,6844.1592,6849.9471,5.7879,4,1.6269421622061335,881,250,26,12,6186.0,658.1592
882,137032390,137116072,6851.6195,6855.8036,4.1841,4,5.007511266900351,882,100,5,12,6192.0,659.6194999999998
883,137116135,137159193,6855.80675,6857.95965,2.1529,4,2.6932399676811203,883,180,26,12,6198.0,657.8067499999997
884,137257789,137355388,6862.88945,6867.7694,4.87995,3,1.6268759913775572,884,100,26,12,6204.0,658.8894499999997
885,137372361,137474578,6868.61805,6873.7289,5.11085,7,2.913540680311749,885,250,5,12,6210.0,658.61805
886,137478946,137530990,6873.9473,6876.5495,2.6022,3,1.1108951037298305,886,180,5,12,6216.0,657.9472999999998
887,137594579,137654486,6879.72895,6882.7243,2.99535,4,1.1528706479133042,887,100,26,12,6222.0,657.7289499999997
888,137714580,137772240,6885.729,6888.612,2.883,11,3.981287946650741,888,180,26,12,6228.0,657.7290000000003
889,137839198,137882256,6891.9599,6894.1128,2.1529,4,1.6268098259313486,889,180,5,12,6234.0,657.9598999999998
890,137973802,138010682,6898.6901,6900.5341,1.844,3,1.300221037576388,890,250,5,12,6240.0,658.6900999999998
891,138090682,138194542,6904.5341,6909.7271,5.193,5,2.6162600562495912,891,250,26,12,6246.0,658.5340999999999
892,138201718,138319847,6910.0859,6915.99235,5.90645,2,0.4984423676012461,892,100,26,12,6252.0,658.0859
893,138330643,138436666,6916.53215,6921.8333,5.30115,5,2.6055237102657633,893,100,26,12,6258.0,658.53215
894,138439037,138492828,6921.95185,6924.6414,2.68955,15,6.045949214026603,894,180,26,12,6264.0,657.9518500000004
895,138554566,138677063,6927.7283,6933.85315,6.12485,14,5.0864699898270604,895,100,5,12,6270.0,657.7282999999998
896,138677125,138805114,6933.85625,6940.2557,6.39945,4,0.9922111425311307,896,180,26,12,6276.0,657.8562499999998
897,138821152,138917065,6941.0576,6945.85325,4.79565,2,0.6247657128576783,897,250,26,12,6282.0,659.0576000000001
898,138933352,139038189,6946.6676,6951.90945,5.24185,4,1.2470382840753211,898,250,26,12,6288.0,658.6675999999998
899,139038938,139092043,6951.9469,6954.60215,2.65525,11,5.2534804307853955,899,180,5,12,6294.0,657.9468999999999
900,139154571,139274572,6957.72855,6963.7286,6.00005,3,1.5047210623330702,900,100,5,12,6300.0,657.7285499999998
901,139284931,139394594,6964.24655,6969.7297,5.48315,2,0.6235385814497272,901,180,5,12,6306.0,658.2465499999998
902,139397963,139531693,6969.89815,6976.58465,6.6865,10,4.272591326639607,902,250,26,12,6312.0,657.89815
903,139567700,139643332,6978.385,6982.1666,3.7816,2,5.008765339343852,903,180,5,12,6318.0,660.3850000000002
904,139649448,139754597,6982.4724,6987.72985,5.25745,3,1.0,904,100,5,12,6324.0,658.4723999999997
905,139763021,139810946,6988.15105,6990.5473,2.39625,2,0.4546074464699732,905,250,26,12,6330.0,658.1510500000004
906,139874597,140010074,6993.72985,7000.5037,6.77385,11,3.7268238144041743,906,180,5,12,6336.0,657.7298499999997
907,140014068,140114620,7000.7034,7005.731,5.0276,1,,907,100,26,12,6342.0,658.7034000000003
908,140115119,140170720,7005.75595,7008.536,2.78005,3,0.8627011171979468,908,250,5,12,6348.0,657.7559499999998
909,140234808,140354622,7011.7404,7017.7311,5.9907,2,0.46993585375596236,909,250,26,12,6354.0,657.7403999999997
910,140363733,140474644,7018.18665,7023.7322,5.54555,3,1.0,910,180,5,12,6360.0,658.1866499999996
911,140474831,140530557,7023.74155,7026.52785,2.7863,9,3.705419175544234,911,100,26,12,6366.0,657.7415499999997
912,140594666,140714854,7029.7333,7035.7427,6.0094,10,3.2701111837802483,912,250,5,12,6372.0,657.7332999999999
913,140721219,140836977,7036.06095,7041.84885,5.7879,4,1.2422360248447204,913,100,26,12,6378.0,658.06095
914,140845713,140954669,7042.28565,7047.73345,5.4478,7,3.2372936225315634,914,250,26,12,6384.0,658.2856499999998
915,140955542,141014139,7047.7771,7050.70695,2.92985,25,12.091898428053206,915,250,26,12,6390.0,657.7771000000002
916,141079475,141119662,7053.97375,7055.9831,2.00935,7,3.373534620899047,916,180,5,12,6396.0,657.9737500000001
917,141195669,141314734,7059.78345,7065.7367,5.95325,21,6.818956699624957,917,100,26,12,6402.0,657.7834499999999
918,141327027,141371022,7066.35135,7068.5511,2.19975,6,2.484472049689441,918,250,26,12,6408.0,658.3513499999999
919,141438479,141494704,7071.92395,7074.7352,2.81125,21,6.818956699624957,919,180,5,12,6414.0,657.9239500000003
920,141554819,141613291,7077.74095,7080.66455,2.9236,16,4.513653802753329,920,180,26,12,6420.0,657.7409500000003
921,141674758,141730047,7083.7379,7086.50235,2.76445,9,3.2706459525756335,921,250,5,12,6426.0,657.7379000000001
922,141794821,141914822,7089.74105,7095.7411,6.00005,11,4.9689440993788825,922,180,26,12,6432.0,657.7410499999996
923,141916195,142037444,7095.80975,7101.8722,6.06245,8,2.484472049689441,923,180,26,12,6438.0,657.8097500000003
924,142037631,142106899,7101.88155,7105.34495,3.4634,10,6.283380458686773,924,100,26,12,6444.0,657.8815500000001
925,142155823,142232204,7107.79115,7111.6102,3.81905,17,6.163328197226502,925,180,5,12,6450.0,657.79115
926,142280441,142329490,7114.02205,7116.4745,2.45245,5,3.253619651862697,926,100,5,12,6456.0,658.0220499999996
927,142394764,142517198,7119.7382,7125.8599,6.1217,2,0.7075137965190321,927,180,26,12,6462.0,657.7381999999998
928,142518758,142667257,7125.9379,7133.36285,7.42495,15,5.297311614355714,928,180,26,12,6468.0,657.9378999999999
929,142675307,142716680,7133.76535,7135.834,2.06865,2,1.0272741281010838,929,250,26,12,6474.0,659.7653499999997
930,142741516,142812281,7137.0758,7140.61405,3.53825,5,2.3224757591592637,930,250,5,12,6480.0,657.0757999999996
931,142874872,142932345,7143.7436,7146.61725,2.87365,11,3.7050759540570577,931,250,26,12,6486.0,657.7435999999998
932,143013344,143017338,7150.6672,7150.8669,0.1997,1,,932,180,5,12,6492.0,658.6671999999999
933,143114873,143171535,7155.74365,7158.57675,2.8331,8,4.272591326639607,933,250,5,12,6498.0,657.7436500000003
934,143236809,143285421,7161.84045,7164.27105,2.4306,3,0.986144667422711,934,250,26,12,6504.0,657.8404499999997
935,143359244,143475188,7167.9622,7173.7594,5.7972,9,3.2701111837802483,935,250,5,12,6510.0,657.9621999999999
936,143476062,143534534,7173.8031,7176.7267,2.9236,10,4.273504273504273,936,180,26,12,6516.0,657.8031000000001
937,143594815,143714816,7179.74075,7185.7408,6.00005,8,3.2701111837802483,937,100,5,12,6522.0,657.7407499999999
938,143716750,143835940,7185.8375,7191.797,5.9595,15,5.773672055427252,938,180,26,12,6528.0,657.8374999999996
939,143839060,143955816,7191.953,7197.7908,5.8378,10,4.3308791684712,939,180,26,12,6534.0,657.9530000000004
940,143959061,144080248,7197.95305,7204.0124,6.05935,15,5.296610169491526,940,180,26,12,6540.0,657.9530500000001
941,144084242,144127924,7204.2121,7206.3962,2.1841,3,1.0,941,250,26,12,6546.0,658.2120999999997
942,144198252,144252792,7209.9126,7212.6396,2.727,13,4.360623569170391,942,180,26,12,6552.0,657.9125999999997
943,144371857,144371920,7218.59285,7218.596,0.00315,1,,943,250,26,12,6558.0,660.59285
944,144442809,144492045,7222.14045,7224.60225,2.4618,5,1.8578727357176033,944,180,5,12,6564.0,658.1404499999999
945,144557319,144682749,7227.86595,7234.13745,6.2715,17,6.410256410256411,945,250,26,12,6570.0,657.8659500000003
946,144685931,144794908,7234.29655,7239.7454,5.44885,3,0.9303190994511118,946,100,5,12,6576.0,658.29655
947,144795095,144854191,7239.75475,7242.70955,2.9548,12,4.3308791684712,947,100,26,12,6582.0,657.7547500000001
948,144915096,144968825,7245.7548,7248.44125,2.68645,5,1.64778578784758,948,250,26,12,6588.0,657.7547999999997
949,145034930,145090344,7251.7465,7254.5172,2.7707,3,0.8423003221798733,949,100,26,12,6594.0,657.7465000000002
950,145170906,145210907,7258.5453,7260.54535,2.00005,3,1.6268759913775572,950,250,26,12,6600.0,658.5452999999998
951,145276118,145334589,7263.8059,7266.72945,2.92355,12,4.3308791684712,951,100,26,12,6606.0,657.8059000000003
952,145394933,145424762,7269.74665,7271.2381,1.49145,2,0.774143603638475,952,250,5,12,6612.0,657.74665
953,145522048,145634956,7276.1024,7281.7478,5.6454,4,2.1510002151000216,953,100,26,12,6618.0,658.1023999999998
954,145643131,145763569,7282.15655,7288.17845,6.0219,4,1.2374706100730106,954,250,26,12,6624.0,658.1565499999997
955,145767562,145874958,7288.3781,7293.7479,5.3698,3,0.9999750006249845,955,250,5,12,6630.0,658.3780999999999
956,145875020,145994980,7293.751,7299.749,5.998,11,3.0670142616163165,956,100,26,12,6636.0,657.7510000000002
957,145995167,146115106,7299.75835,7305.7553,5.99695,6,2.5037556334501754,957,250,5,12,6642.0,657.7583500000001
958,146129646,146161596,7306.4823,7308.0798,1.5975,2,0.7154099298898269,958,180,5,12,6648.0,658.4822999999997
959,146235169,146281597,7311.75845,7314.07985,2.3214,2,0.4713201677899797,959,250,26,12,6654.0,657.7584500000003
960,146355170,146485738,7317.7585,7324.2869,6.5284,21,9.157509157509157,960,250,5,12,6660.0,657.7584999999999
961,146492415,146533788,7324.62075,7326.6894,2.06865,3,2.0811654526534857,961,250,5,12,6666.0,658.62075
962,146595879,146648173,7329.79395,7332.40865,2.6147,3,1.4087483271113614,962,250,5,12,6672.0,657.7939500000002
963,146720685,146772604,7336.03425,7338.6302,2.59595,6,1.6186468112657817,963,250,26,12,6678.0,658.0342499999997
964,146838939,146962809,7341.94695,7348.14045,6.1935,12,4.3308791684712,964,100,5,12,6684.0,657.9469499999996
965,146978909,147014104,7348.94545,7350.7052,1.75975,3,1.5827167332726624,965,250,5,12,6690.0,658.9454500000002
966,147075072,147195011,7353.7536,7359.75055,5.99695,4,0.8368200836820083,966,180,5,12,6696.0,657.7536
